"","�..Category","Subcat","name","price","stars","votes"
"2227","Lifestyle","Celebrity Impersonators","do joe pesci robert deniro arnold schwarzenegger impression","17.78","4.9","13"
"2228","Video & Animation","Intros & Outros","create a visual package for your channel","284.41","5.0","18"
"2229","Lifestyle","Health, Nutrition & Fitness","make your medical, nutrition assignments,create blog content","8.89","5.0","4"
"2230","Video & Animation","Logo Animation","do a sensational custom logo animation","35.55","4.9","1k+"
"2231","Writing & Translation","Book EditingNew","transform your draft into a chic and error free bestseller","4.44","nul","nul"
"2232","Writing & Translation","Legal Writing","be your lawyer and help in legal writing and legal drafting","44.44","4.9","66"
"2233","Video & Animation","Screencasting Videos","create professional HD screencasting explainer video","8.89","5.0","7"
"2234","Video & Animation","Animated GIFs","convert videos, images to animated gif sharing on instagram","8.89","4.8","3"
"2235","Video & Animation","Character Animation","create 2d hand drawn animated video","888.78","5.0","2"
"2236","Writing & Translation","Press Releases","write and distribute a syndicated press release","222.19","4.7","38"
"2237","Lifestyle","Collectibles","provide royalty free photos for you","4.44","5.0","1"
"2238","Video & Animation","Whiteboard & Animated Explainers","create custom animation video","88.88","5.0","31"
"2239","Programming & Tech","Game Development","help with unreal engine 4 multiplayer projects","26.66","5.0","45"
"2240","Music & Audio","Producers & Composers","produce your music soundtrack","88.88","5.0","122"
"2241","Video & Animation","Logo Animation","make a custom logo animation and intro in 24 hours","13.33","4.9","1k+"
"2242","Writing & Translation","Articles & Blog Posts","write your website content","35.55","4.9","134"
"2243","Video & Animation","Short Video Ads","create commercial and short ad videos","62.21","4.9","147"
"2244","Writing & Translation","Podcast Writing","write your fiction podcast","4.44","5.0","1"
"2245","Video & Animation","Animation for Streamers","make a custom animated stream alert","71.10","5.0","24"
"2246","Lifestyle","Craft Lessons","create beautiful embroidery  patterns for your dress","4.44","nul","nul"
"2247","Video & Animation","Book Trailers","create a cinematic book and audiobook trailer","31.11","nul","nul"
"2248","Music & Audio","Sound DesignNew","create sonic branding and sound logo design for you","35.55","4.7","3"
"2249","Video & Animation","Video Editing","do professional video edits and video color correction","44.44","5.0","19"
"2250","Video & Animation","Spokespersons Videos","be your professional spokesperson in lab coat","26.66","4.9","105"
"2251","Video & Animation","Whiteboard & Animated Explainers","make cool animated explainer videos","133.32","nul","nul"
"2252","Business","Presentations","create a superior, world class presentation deck","44.44","5.0","3"
"2253","Video & Animation","Real Estate Promos","create architectural walkthrough animation","31.11","5.0","6"
"2254","Writing & Translation","Resume Writing","write your professional resume targeted to recruiters","444.39","5.0","26"
"2255","Video & Animation","Screencasting Videos","make video tutorials for your website, software or apps","4.44","4.8","83"
"2256","Music & Audio","SongwritersNew","make your lyrics into songs","22.22","5.0","7"
"2257","Video & Animation","Logo Animation","create custom logo animation up to 4k resolution","57.77","4.9","194"
"2258","Lifestyle","Family & Genealogy","develop natural , vegan , oraganic cosmetic products formulation what you want","26.66","nul","nul"
"2259","Video & Animation","Character Animation","make a 2d cartoon animation video","26.66","5.0","50"
"2260","Music & Audio","Mixing & Mastering","professionally mix and master rap vocals","13.33","4.9","438"
"2261","Digital Marketing","Web Traffic","drive 6 months targeted organic real web traffic website visitors","35.55","5.0","2"
"2262","Business","Flyer Distribution","manually post your ads in top USA classified sites","4.44","5.0","1"
"2263","Writing & Translation","Product Descriptions","write bestselling amazon descriptions and product listings","8.89","nul","nul"
"2264","Programming & Tech","Development for StreamersNew","setup your obs and teach you things","4.44","5.0","11"
"2265","Video & Animation","Lyric & Music Videos","create a catchy lyric video for your song","88.88","5.0","63"
"2266","Video & Animation","Game Trailers","design game trailer for your twitch or youtube channel","44.44","4.8","35"
"2267","Music & Audio","Singers & Vocalists","sing in almost any genre of music","66.66","5.0","2"
"2268","Video & Animation","Screencasting Videos","produce a professional video tutorial","8.89","4.8","6"
"2269","Video & Animation","Character Animation","model, animate 3d custom character and make it talk","53.33","5.0","19"
"2270","Business","Lead Generation","provide real estate pre foreclosure leads","8.89","4.7","33"
"2271","Digital Marketing","Domain Research","ailment USA verified leads","88.88","nul","nul"
"2272","Programming & Tech","Convert Files","do kindle formatting ebook createspace lulu manually","8.89","5.0","360"
"2273","Video & Animation","eLearning Video ProductionNew","create online video course for udemy, thinkific, teachable","133.32","4.9","15"
"2274","Programming & Tech","WordPress","design responsive wordpress website","133.32","nul","nul"
"2275","Lifestyle","Online Lessons","assist you in all kind of differential equations problems","4.44","5.0","7"
"2276","Video & Animation","Intros & Outros","create a livestream intro or countdown or outro video","22.22","5.0","1"
"2277","Music & Audio","Music TranscriptionNew","create sheet music, tab, midi or pdf out of any audio","26.66","5.0","207"
"2278","Video & Animation","Screencasting Videos","create video tutorial for your site or software","79.99","4.8","25"
"2279","Business","Business Plans","develop a comprehensive business plan, proposal, business plan writer, grants","44.44","4.9","8"
"2280","Lifestyle","Relationship Advice","help you create your best tinder profile","13.33","4.9","3"
"2281","Writing & Translation","Product Descriptions","do amazon listing optimization and write a seo description","8.89","5.0","37"
"2282","Music & Audio","Voice Over","record a natural southern cowboy character voice over","4.44","5.0","1"
"2283","Writing & Translation","Brand Voice & Tone","write content for your website","8.89","nul","nul"
"2284","Writing & Translation","Book EditingNew","be your christian book editor and formatter","4.44","4.9","37"
"2285","Lifestyle","Personal StylistsNew","be your personal stylist and shopper","4.44","5.0","5"
"2286","Video & Animation","App & Website Previews","do website and app promo video","13.33","5.0","44"
"2287","Business","Business Plans","write your startup business plan for investors or loan","262.19","5.0","149"
"2288","Writing & Translation","LinkedIn Profiles","endorse or write recommendations on your linkedin","8.89","4.9","11"
"2289","Writing & Translation","Grant Writing","research grant, win proposal nonprofit business plan startup","26.66","5.0","1"
"2290","Writing & Translation","LinkedIn Profiles","edit your curriculum vitae in spanish","8.89","4.7","10"
"2291","Writing & Translation","Press Releases","write and publish press release on yahoo finance da 99","248.86","5.0","40"
"2292","Writing & Translation","Scriptwriting","write a highly customized cold call sales script for you","31.11","5.0","182"
"2293","Writing & Translation","Speechwriting","write your political or campaign speech","39.99","5.0","1"
"2294","Business","E-Commerce ManagementNew","do amazon fba product research for private label USA UK","22.22","5.0","9"
"2295","Lifestyle","Fitness Lessons","create professional yoga videos and classes","17.78","4.9","20"
"2296","Business","Project ManagementNew","setup clickfunnels, samcart, thrivecart, katra, kajabi,builderall sales funnel","8.89","5.0","10"
"2297","Video & Animation","Book Trailers","create a book trailer with sound and animated effects","39.99","5.0","13"
"2298","Video & Animation","Live Action Explainers","create professional  HD  live action explainers video","106.65","4.9","14"
"2299","Music & Audio","Vocal Tuning","do pitch correction and perfect auto tune","22.22","5.0","1"
"2300","Music & Audio","Jingles & Intros","do professionally done jingles and drops","31.11","5.0","12"
"2301","Business","Market Research","estimate market size for any product or service","66.66","5.0","34"
"2302","Programming & Tech","Development for StreamersNew","help you set up streamlabs obs and other streaming tips","4.44","4.3","2"
"2303","Digital Marketing","Domain Research","help you to sell domain name with listing and landing page","13.33","4.9","53"
"2304","Programming & Tech","Web Programming","build a high converting landing page","346.62","5.0","18"
"2305","Programming & Tech","E-Commerce Development","design one product branded shopify dropshipping store","222.19","5.0","9"
"2306","Programming & Tech","WordPress","provide wordpress customization,woocommerce customization","8.89","4.9","350"
"2307","Lifestyle","Online Lessons","solve calculus, algebra questions and assignments for you","4.44","4.7","5"
"2308","Lifestyle","Health, Nutrition & Fitness","be your professional male fitness model","44.44","5.0","6"
